doc_type;invo_type;doc_number;product_id;invoice_date;invoice_due_date;qty;description;business_id;business_name;business_phone;business_email;business_address;business_country;client_id;first_name;last_name;email;client_address;client_country;currency;subtotal;iva;iva2;taxes;taxes2;other;discount;amount;payment_type;payment_method
Entrante;Orden Servicios;24860857;148;05/04/1992;05/04/1992;7;servicios profesionales;888-545474;Acupuncturist;40824145;email@example.com;New Phillip;usa;0;James Richardson;Joseph Andrews;andres28@example.net;74168 Eric Plaza Suite 233;USA;usd;49,03;0;0;0;0;0;0;49,03;credito;banco
Entrante;Orden Servicios;64479804;163;14/04/2021;14/04/2021;1;servicios profesionales;888-545474;Optometrist;40824145;email@example.com;Jimmyfurt;usa;0;Christina Stewart;Patricia Rhodes;ryangallegos@example.com;70064 Martinez Ranch;USA;usd;67,93;0;0;0;0;0;0;67,93;credito;banco
Entrante;Orden Servicios;89788646;171;27/09/2017;27/09/2017;8;servicios profesionales;888-545474;Scientist, product/process development;40824145;email@example.com;Huynhville;usa;0;Eduardo Walker;Rachel Archer;paul02@example.net;7104 Hughes Turnpike;USA;usd;23,14;0;0;0;0;0;0;23,14;credito;banco
Entrante;Orden Servicios;39853738;149;27/08/2000;27/08/2000;8;servicios profesionales;888-545474;Restaurant manager, fast food;40824145;email@example.com;Ericchester;usa;0;Sheila Porter;Jessica Palmer;christopher66@example.com;231 Ricky Ports;USA;usd;75,7;0;0;0;0;0;0;75,7;credito;banco
Entrante;Orden Servicios;50096060;106;27/07/1990;27/07/1990;4;servicios profesionales;888-545474;Amenity horticulturist;40824145;email@example.com;Morganborough;usa;0;Rhonda Sullivan;Jacqueline Mann;maryhall@example.org;488 Timothy Rest;USA;usd;83,02;0;0;0;0;0;0;83,02;credito;banco
Entrante;Orden Servicios;34992593;111;03/01/1990;03/01/1990;4;servicios profesionales;888-545474;Theatre director;40824145;email@example.com;South Samuel;usa;0;Kyle Watson;Melissa Smith;zachary16@example.net;89672 Daniel Plaza Apt. 108;USA;usd;87,46;0;0;0;0;0;0;87,46;credito;banco
Entrante;Orden Servicios;42032861;115;22/05/1993;22/05/1993;2;servicios profesionales;888-545474;Fast food restaurant manager;40824145;email@example.com;Thomasport;usa;0;Craig Mcpherson;Anthony Medina;villegaswayne@example.com;8133 Brewer Village;USA;usd;17,42;0;0;0;0;0;0;17,42;credito;banco
Entrante;Orden Servicios;37095758;129;08/09/2008;08/09/2008;3;servicios profesionales;888-545474;Race relations officer;40824145;email@example.com;Hartshire;usa;0;James Brown;Sandra Cervantes;nwatson@example.org;5924 Beth Avenue Apt. 316;USA;usd;75,62;0;0;0;0;0;0;75,62;credito;banco
Entrante;Orden Servicios;16008151;190;18/12/1999;18/12/1999;8;servicios profesionales;888-545474;Photographer;40824145;email@example.com;Schmidtside;usa;0;Robin Mullen;David Garrett;hensleyanita@example.net;158 Phillip Square Apt. 922;USA;usd;95,55;0;0;0;0;0;0;95,55;credito;banco
Entrante;Orden Servicios;22726193;153;16/10/1999;16/10/1999;9;servicios profesionales;888-545474;Surveyor, building;40824145;email@example.com;New Ninaburgh;usa;0;Dennis Elliott;Dillon Ray;danielle01@example.net;477 Mary Rapid;USA;usd;8,85;0;0;0;0;0;0;8,85;credito;banco
Entrante;Orden Servicios;59869818;192;29/07/1977;29/07/1977;7;servicios profesionales;888-545474;Chartered public finance accountant;40824145;email@example.com;East Emilyview;usa;0;Scott Richards;Craig Crawford;eowens@example.net;381 Patrick Shoals;USA;usd;51,17;0;0;0;0;0;0;51,17;credito;banco
Entrante;Orden Servicios;43374878;187;07/08/2019;07/08/2019;7;servicios profesionales;888-545474;Engineer, control and instrumentation;40824145;email@example.com;West Alejandro;usa;0;Amanda Huang;Michelle Hall;ymcdaniel@example.org;21899 Bryan Passage Apt. 692;USA;usd;25,59;0;0;0;0;0;0;25,59;credito;banco
Entrante;Orden Servicios;88433295;101;21/02/2000;21/02/2000;9;servicios profesionales;888-545474;Administrator, arts;40824145;email@example.com;Sheilaland;usa;0;Rebekah Fox;David Sandoval;tracy33@example.com;27553 Barnes Manors;USA;usd;68,42;0;0;0;0;0;0;68,42;credito;banco
Entrante;Orden Servicios;19885193;164;29/05/2007;29/05/2007;4;servicios profesionales;888-545474;Physiotherapist;40824145;email@example.com;South Jenniferside;usa;0;Maureen Foster;Denise Lucas;kcurry@example.com;48905 Lewis Fields Suite 395;USA;usd;67,9;0;0;0;0;0;0;67,9;credito;banco
Entrante;Orden Servicios;77559920;128;03/11/1997;03/11/1997;5;servicios profesionales;888-545474;Scientist, research (maths);40824145;email@example.com;Grantton;usa;0;Gregory Edwards;Andre Ramos;rdaniel@example.com;10519 Timothy Corner Apt. 020;USA;usd;35,78;0;0;0;0;0;0;35,78;credito;banco
Entrante;Orden Servicios;31643412;192;14/03/1983;14/03/1983;8;servicios profesionales;888-545474;Engineering geologist;40824145;email@example.com;Moralesberg;usa;0;Lauren King;Elizabeth Miller;reedkerri@example.net;13581 Thomas Lodge Suite 096;USA;usd;18,26;0;0;0;0;0;0;18,26;credito;banco
Entrante;Orden Servicios;45205347;188;16/08/2010;16/08/2010;3;servicios profesionales;888-545474;Insurance claims handler;40824145;email@example.com;Richardton;usa;0;Kevin Padilla;Devon Lopez;robertsrebecca@example.org;23167 Felicia Vista Suite 266;USA;usd;67,18;0;0;0;0;0;0;67,18;credito;banco
Entrante;Orden Servicios;27588291;161;15/07/1990;15/07/1990;9;servicios profesionales;888-545474;Camera operator;40824145;email@example.com;South Angelashire;usa;0;Alexandra Harris;Amanda Porter;crystalmoore@example.net;969 Robin Fork;USA;usd;83,32;0;0;0;0;0;0;83,32;credito;banco
Entrante;Orden Servicios;48140072;150;09/08/1974;09/08/1974;4;servicios profesionales;888-545474;Location manager;40824145;email@example.com;Kylebury;usa;0;Rebecca Green;Sharon Stephens;tyoder@example.net;639 Reed Turnpike;USA;usd;90,37;0;0;0;0;0;0;90,37;credito;banco
Entrante;Orden Servicios;99766757;175;27/11/1993;27/11/1993;5;servicios profesionales;888-545474;Health visitor;40824145;email@example.com;West Amy;usa;0;David Buchanan;Shannon Smith;nicholaspeterson@example.org;18032 Bruce Streets Apt. 647;USA;usd;21,38;0;0;0;0;0;0;21,38;credito;banco
Entrante;Orden Servicios;87640533;126;18/12/2021;18/12/2021;9;servicios profesionales;888-545474;Counselling psychologist;40824145;email@example.com;Gonzalezport;usa;0;Rachel Buckley;Andrea Mcdaniel;echung@example.org;6472 Renee Lake Apt. 060;USA;usd;43,74;0;0;0;0;0;0;43,74;credito;banco
Entrante;Orden Servicios;91222190;129;08/02/1995;08/02/1995;2;servicios profesionales;888-545474;Producer, television/film/video;40824145;email@example.com;Wrightborough;usa;0;Cheyenne Snyder;Jocelyn Austin;hopkinsjoanna@example.net;9369 Jamie Lights;USA;usd;88,82;0;0;0;0;0;0;88,82;credito;banco
Entrante;Orden Servicios;46027146;172;20/03/2020;20/03/2020;1;servicios profesionales;888-545474;Conservation officer, historic buildings;40824145;email@example.com;Lake Amy;usa;0;Paige Patterson;Mary Garcia;jonathan44@example.org;7414 Craig Canyon;USA;usd;87,84;0;0;0;0;0;0;87,84;credito;banco
Entrante;Orden Servicios;87673418;166;09/05/1981;09/05/1981;1;servicios profesionales;888-545474;Copy;40824145;email@example.com;Lake Jay;usa;0;Lindsey King;Jacqueline Mejia;annatrevino@example.org;854 Jason Manor;USA;usd;61,58;0;0;0;0;0;0;61,58;credito;banco
Entrante;Orden Servicios;51537111;103;25/06/2018;25/06/2018;7;servicios profesionales;888-545474;Surveyor, building;40824145;email@example.com;Jeffreytown;usa;0;Tamara Wheeler;James Davis;amy73@example.org;0599 Keith Lakes Suite 581;USA;usd;94,64;0;0;0;0;0;0;94,64;credito;banco
Entrante;Orden Servicios;38222689;161;14/12/1975;14/12/1975;8;servicios profesionales;888-545474;Race relations officer;40824145;email@example.com;West Catherine;usa;0;Lisa Rivera;Karen Thompson;joshua47@example.com;710 Anna Run;USA;usd;20,77;0;0;0;0;0;0;20,77;credito;banco
Entrante;Orden Servicios;47893610;109;27/12/1995;27/12/1995;9;servicios profesionales;888-545474;Special effects artist;40824145;email@example.com;West Robertburgh;usa;0;Cesar Levy;Andrew West;ufleming@example.net;813 Brown Forge Suite 979;USA;usd;43,62;0;0;0;0;0;0;43,62;credito;banco
Entrante;Orden Servicios;36743070;151;09/02/1982;09/02/1982;4;servicios profesionales;888-545474;Programmer, applications;40824145;email@example.com;Lake Julianmouth;usa;0;Rhonda White;Sherry Collier;gibsonalexander@example.net;62197 Adams Ramp;USA;usd;91,59;0;0;0;0;0;0;91,59;credito;banco
Entrante;Orden Servicios;16099579;170;15/02/1996;15/02/1996;5;servicios profesionales;888-545474;Environmental consultant;40824145;email@example.com;East Jonathanborough;usa;0;Michael Duncan;Robin Tyler;amy65@example.net;49210 Elliott Mountains Suite 984;USA;usd;47,81;0;0;0;0;0;0;47,81;credito;banco
Entrante;Orden Servicios;40211671;185;29/05/2017;29/05/2017;1;servicios profesionales;888-545474;Manufacturing engineer;40824145;email@example.com;Port Lauren;usa;0;Jon Holland;Emily Smith;robertphelps@example.net;704 Rodney Harbors Apt. 184;USA;usd;21,64;0;0;0;0;0;0;21,64;credito;banco
Entrante;Orden Servicios;74200566;100;11/02/2003;11/02/2003;5;servicios profesionales;888-545474;Armed forces operational officer;40824145;email@example.com;New Alyssaborough;usa;0;Brian Collins;Jonathan Ellis;pbarber@example.com;7785 Robertson Harbors;USA;usd;49,44;0;0;0;0;0;0;49,44;credito;banco
Entrante;Orden Servicios;86130530;107;17/05/2007;17/05/2007;7;servicios profesionales;888-545474;Administrator, Civil Service;40824145;email@example.com;Wardshire;usa;0;Christine Williams;Anna Flynn;angelacarpenter@example.org;23983 Tyler Spurs;USA;usd;44,27;0;0;0;0;0;0;44,27;credito;banco
Entrante;Orden Servicios;3903841;119;13/12/1998;13/12/1998;5;servicios profesionales;888-545474;Editor, commissioning;40824145;email@example.com;Sabrinashire;usa;0;Timothy Martinez;Sonia Young;billybates@example.net;8412 Juan Groves Apt. 365;USA;usd;25,7;0;0;0;0;0;0;25,7;credito;banco
Entrante;Orden Servicios;16863569;197;15/11/2007;15/11/2007;1;servicios profesionales;888-545474;Technical brewer;40824145;email@example.com;Lake Victoria;usa;0;Alexandra Hall;Christopher Osborn;jserrano@example.com;844 Mario Drive Apt. 342;USA;usd;80,16;0;0;0;0;0;0;80,16;credito;banco
Entrante;Orden Servicios;42357209;170;07/08/1999;07/08/1999;2;servicios profesionales;888-545474;Facilities manager;40824145;email@example.com;Lisachester;usa;0;Steven Daniel;Pamela Horton;abigailhansen@example.com;348 Reyes Summit Apt. 988;USA;usd;75,29;0;0;0;0;0;0;75,29;credito;banco
Entrante;Orden Servicios;93449083;150;03/04/1976;03/04/1976;4;servicios profesionales;888-545474;Sports therapist;40824145;email@example.com;West Christian;usa;0;Robert Ryan;Heather Jefferson;bridgetwoods@example.net;3875 Brown Mills;USA;usd;62,69;0;0;0;0;0;0;62,69;credito;banco
Entrante;Orden Servicios;9016101;145;07/11/1977;07/11/1977;3;servicios profesionales;888-545474;Conservator, museum/gallery;40824145;email@example.com;Mitchellton;usa;0;Shannon Butler;Brian Jenkins;jeffreytrujillo@example.com;8157 Rivas Summit;USA;usd;68,08;0;0;0;0;0;0;68,08;credito;banco
Entrante;Orden Servicios;99522391;197;01/04/1985;01/04/1985;3;servicios profesionales;888-545474;Teaching laboratory technician;40824145;email@example.com;New Ryanville;usa;0;Travis Tran;Michael Guerrero;omorales@example.org;268 Dean Alley;USA;usd;57,35;0;0;0;0;0;0;57,35;credito;banco
Entrante;Orden Servicios;27796849;118;01/05/1994;01/05/1994;1;servicios profesionales;888-545474;Barista;40824145;email@example.com;Morganhaven;usa;0;Samantha Jordan;Dustin Davis;eglover@example.com;86778 Kenneth Estate Apt. 941;USA;usd;23,06;0;0;0;0;0;0;23,06;credito;banco
Entrante;Orden Servicios;86584937;196;16/02/1984;16/02/1984;5;servicios profesionales;888-545474;Designer, interior/spatial;40824145;email@example.com;Michaelland;usa;0;Evan Chavez;Stephen Bautista;ppeck@example.org;23514 Kathy Stravenue Apt. 624;USA;usd;92,2;0;0;0;0;0;0;92,2;credito;banco
Entrante;Orden Servicios;81286300;149;29/06/2005;29/06/2005;4;servicios profesionales;888-545474;Estate manager/land agent;40824145;email@example.com;Lake Becky;usa;0;Stephen White;Jennifer Bell;darren75@example.org;15031 Wolf Cliffs;USA;usd;66,08;0;0;0;0;0;0;66,08;credito;banco
Entrante;Orden Servicios;67261802;187;12/12/1977;12/12/1977;4;servicios profesionales;888-545474;Development worker, community;40824145;email@example.com;Port Deniseshire;usa;0;Carolyn Brown;Anthony Johnson;scarroll@example.net;36541 Vasquez Locks;USA;usd;31,47;0;0;0;0;0;0;31,47;credito;banco
Entrante;Orden Servicios;86964623;124;12/07/2005;12/07/2005;3;servicios profesionales;888-545474;Database administrator;40824145;email@example.com;South Nicholeburgh;usa;0;Ryan Jones;Jason Boyd;brittany59@example.com;1066 Lewis Club;USA;usd;60,07;0;0;0;0;0;0;60,07;credito;banco
Entrante;Orden Servicios;9758483;160;03/12/1986;03/12/1986;7;servicios profesionales;888-545474;Records manager;40824145;email@example.com;North Phyllisside;usa;0;Melissa Johnston;Adrienne Gray;tiffany51@example.com;6121 Jason Forks Suite 218;USA;usd;52,17;0;0;0;0;0;0;52,17;credito;banco
Entrante;Orden Servicios;68685652;128;05/11/1988;05/11/1988;2;servicios profesionales;888-545474;Recycling officer;40824145;email@example.com;Angelaborough;usa;0;Christina Caldwell;Evan Young;wbrooks@example.net;6759 Caldwell Village;USA;usd;42,58;0;0;0;0;0;0;42,58;credito;banco
Entrante;Orden Servicios;71586410;132;04/10/1977;04/10/1977;4;servicios profesionales;888-545474;Local government officer;40824145;email@example.com;Port Mariafort;usa;0;Jessica Haynes;Sarah Boyd;danielbutler@example.org;4168 Michael Rue Apt. 812;USA;usd;63,14;0;0;0;0;0;0;63,14;credito;banco
Entrante;Orden Servicios;72389614;170;23/06/2011;23/06/2011;3;servicios profesionales;888-545474;Research scientist (physical sciences);40824145;email@example.com;East Sierrabury;usa;0;Katrina Kim;Patrick Wilson;sara73@example.com;60971 Miller Pine Apt. 649;USA;usd;52,26;0;0;0;0;0;0;52,26;credito;banco
Entrante;Orden Servicios;69640230;198;27/09/1988;27/09/1988;6;servicios profesionales;888-545474;Water engineer;40824145;email@example.com;East Crystal;usa;0;Anna Vasquez;Julia Brock;ygreene@example.org;85975 Ewing Shoals Apt. 513;USA;usd;13,35;0;0;0;0;0;0;13,35;credito;banco
Entrante;Orden Servicios;83674297;140;09/03/2002;09/03/2002;3;servicios profesionales;888-545474;Herbalist;40824145;email@example.com;Johnsonland;usa;0;Kathleen Lane;Kevin Ross;andrewhoffman@example.net;821 Eric Center Suite 279;USA;usd;76,4;0;0;0;0;0;0;76,4;credito;banco
Entrante;Orden Servicios;73601395;155;08/03/1985;08/03/1985;9;servicios profesionales;888-545474;Arts administrator;40824145;email@example.com;Keithmouth;usa;0;Kevin Kelley;Michael Hart;gregorynorton@example.org;596 Jennifer Trail Suite 005;USA;usd;70,3;0;0;0;0;0;0;70,3;credito;banco
Entrante;Orden Servicios;2836393;131;13/09/1973;13/09/1973;5;servicios profesionales;888-545474;Higher education lecturer;40824145;email@example.com;North Debra;usa;0;Patricia Cherry;Anthony Carson;susan43@example.com;790 Boyd Bypass Suite 984;USA;usd;58,88;0;0;0;0;0;0;58,88;credito;banco
Entrante;Orden Servicios;9968257;153;29/12/2009;29/12/2009;4;servicios profesionales;888-545474;Pharmacist, hospital;40824145;email@example.com;New Scottfort;usa;0;Thomas Patterson;Kevin Hughes;timothylewis@example.net;66681 Adams Crossing Suite 463;USA;usd;38,22;0;0;0;0;0;0;38,22;credito;banco
Entrante;Orden Servicios;36446988;189;22/02/1989;22/02/1989;5;servicios profesionales;888-545474;Travel agency manager;40824145;email@example.com;New Gregory;usa;0;Ryan Orr;Renee Martin;alexis68@example.org;838 Melissa Island;USA;usd;37,31;0;0;0;0;0;0;37,31;credito;banco
Entrante;Orden Servicios;57763705;122;09/02/2010;09/02/2010;4;servicios profesionales;888-545474;Site engineer;40824145;email@example.com;Port Yvonne;usa;0;Tracy Stanley;Tammy Scott;williamsmonica@example.net;1002 Jessica Tunnel;USA;usd;10,06;0;0;0;0;0;0;10,06;credito;banco
Entrante;Orden Servicios;26037363;167;16/11/1997;16/11/1997;8;servicios profesionales;888-545474;Charity officer;40824145;email@example.com;South Crystal;usa;0;Gregory Carey;Kimberly Jenkins;robertlewis@example.net;76530 Phelps Loaf;USA;usd;76,71;0;0;0;0;0;0;76,71;credito;banco
Entrante;Orden Servicios;98230273;166;04/02/1994;04/02/1994;9;servicios profesionales;888-545474;Scientist, forensic;40824145;email@example.com;Racheltown;usa;0;Denise Roberts;Gary Johnson;trichards@example.org;0754 Burke Forge Apt. 964;USA;usd;78,93;0;0;0;0;0;0;78,93;credito;banco
Entrante;Orden Servicios;6017132;151;13/03/2007;13/03/2007;5;servicios profesionales;888-545474;Chiropractor;40824145;email@example.com;Garrettville;usa;0;Christopher Lee;Tracy Hicks;rcarney@example.org;2562 Adam Streets Suite 011;USA;usd;33,69;0;0;0;0;0;0;33,69;credito;banco
Entrante;Orden Servicios;61983922;193;13/12/1985;13/12/1985;2;servicios profesionales;888-545474;Associate Professor;40824145;email@example.com;South Stephaniehaven;usa;0;Sara Nichols;David Richardson;rayjoanna@example.org;11160 Victoria Harbor Apt. 566;USA;usd;72,13;0;0;0;0;0;0;72,13;credito;banco
Entrante;Orden Servicios;37517441;127;09/03/2010;09/03/2010;2;servicios profesionales;888-545474;Sub;40824145;email@example.com;New Pamela;usa;0;Eric Pierce;Dawn Ramirez;james70@example.net;80272 Scott Center Suite 387;USA;usd;99,48;0;0;0;0;0;0;99,48;credito;banco
Entrante;Orden Servicios;68641436;194;08/12/2019;08/12/2019;2;servicios profesionales;888-545474;Company secretary;40824145;email@example.com;Hallport;usa;0;Joseph Fletcher;Brenda Curry DVM;jenniferford@example.org;3063 Thomas Glen Suite 211;USA;usd;60,94;0;0;0;0;0;0;60,94;credito;banco
Entrante;Orden Servicios;85043428;149;17/03/2015;17/03/2015;8;servicios profesionales;888-545474;Administrator, education;40824145;email@example.com;Caldwellmouth;usa;0;Sean Martinez;Brianna Hamilton;christopher99@example.net;8723 Sawyer Street Apt. 769;USA;usd;67,18;0;0;0;0;0;0;67,18;credito;banco
Entrante;Orden Servicios;28677529;177;01/03/2017;01/03/2017;3;servicios profesionales;888-545474;Designer, furniture;40824145;email@example.com;West Lindsey;usa;0;Chelsea Porter;Joyce Mcgee;delgadokathryn@example.net;4602 Joshua Garden Suite 226;USA;usd;50,88;0;0;0;0;0;0;50,88;credito;banco
Entrante;Orden Servicios;47113275;158;11/04/1985;11/04/1985;6;servicios profesionales;888-545474;Engineer, electrical;40824145;email@example.com;Charlesland;usa;0;Jessica Holmes;Debra Alvarado;gordonreginald@example.net;14324 Harmon Creek Suite 680;USA;usd;55,61;0;0;0;0;0;0;55,61;credito;banco
Entrante;Orden Servicios;86919388;157;19/09/2003;19/09/2003;8;servicios profesionales;888-545474;Research scientist (medical);40824145;email@example.com;Hamiltonmouth;usa;0;Sarah Owens;Gene Garcia;cummingsjoshua@example.org;20986 Moore Village Suite 520;USA;usd;72,84;0;0;0;0;0;0;72,84;credito;banco
Entrante;Orden Servicios;42249597;143;13/07/2005;13/07/2005;5;servicios profesionales;888-545474;Geologist, wellsite;40824145;email@example.com;West Benjaminton;usa;0;Brittany Walters;Matthew Santos;jamesjesse@example.org;501 Emily Mews;USA;usd;28,81;0;0;0;0;0;0;28,81;credito;banco
Entrante;Orden Servicios;82397555;163;12/05/2011;12/05/2011;7;servicios profesionales;888-545474;Higher education careers adviser;40824145;email@example.com;East Lisa;usa;0;Kimberly Davis;Jaclyn Cummings;ortizalison@example.com;9207 Michelle Land;USA;usd;26,07;0;0;0;0;0;0;26,07;credito;banco
Entrante;Orden Servicios;41767085;144;27/12/2005;27/12/2005;4;servicios profesionales;888-545474;Claims inspector/assessor;40824145;email@example.com;West Trevorland;usa;0;Robin Taylor;Thomas Hill;thomasmitchell@example.com;7251 Valerie Shore;USA;usd;60,7;0;0;0;0;0;0;60,7;credito;banco
Entrante;Orden Servicios;5139613;172;17/02/1970;17/02/1970;4;servicios profesionales;888-545474;Administrator, education;40824145;email@example.com;Port Johnnyburgh;usa;0;Joy Sheppard;Jennifer Williams;judy72@example.com;8541 Burch Route Apt. 863;USA;usd;88,34;0;0;0;0;0;0;88,34;credito;banco
Entrante;Orden Servicios;40648088;103;05/12/1973;05/12/1973;9;servicios profesionales;888-545474;Geochemist;40824145;email@example.com;West Lori;usa;0;Steve Cardenas DDS;Alexander Martinez;andres44@example.net;61431 Orr Garden Suite 043;USA;usd;80,08;0;0;0;0;0;0;80,08;credito;banco
Entrante;Orden Servicios;32844894;114;22/06/1997;22/06/1997;2;servicios profesionales;888-545474;Armed forces technical officer;40824145;email@example.com;Blevinsshire;usa;0;Jamie Sanchez;Lori Small;hdonaldson@example.net;8563 Brenda River Apt. 734;USA;usd;17,26;0;0;0;0;0;0;17,26;credito;banco
Entrante;Orden Servicios;60542786;121;01/02/1993;01/02/1993;7;servicios profesionales;888-545474;Solicitor;40824145;email@example.com;Weavermouth;usa;0;Daniel Rivas;Thomas Anderson;danielian@example.net;94181 Micheal Corners Apt. 872;USA;usd;56,89;0;0;0;0;0;0;56,89;credito;banco
Entrante;Orden Servicios;14091803;100;27/09/2001;27/09/2001;7;servicios profesionales;888-545474;Nutritional therapist;40824145;email@example.com;New Sonyastad;usa;0;Brandon Rosales;Taylor Miles;sarah64@example.com;936 John Centers Apt. 141;USA;usd;62,74;0;0;0;0;0;0;62,74;credito;banco
Entrante;Orden Servicios;26074832;146;08/06/1974;08/06/1974;5;servicios profesionales;888-545474;Nature conservation officer;40824145;email@example.com;South Donnafurt;usa;0;Teresa Turner;George Fischer;richard07@example.com;01306 Johnson Extensions Suite 557;USA;usd;71,21;0;0;0;0;0;0;71,21;credito;banco
Entrante;Orden Servicios;87617016;173;21/03/1986;21/03/1986;6;servicios profesionales;888-545474;Systems analyst;40824145;email@example.com;Boonehaven;usa;0;Hannah Kelley;Kevin Jackson;bbrennan@example.net;262 Garcia Manors;USA;usd;86,51;0;0;0;0;0;0;86,51;credito;banco
Entrante;Orden Servicios;42998723;173;23/05/2005;23/05/2005;6;servicios profesionales;888-545474;Designer, industrial/product;40824145;email@example.com;Robertshaven;usa;0;Mark Wilkins;Steve Russell;aliaustin@example.org;841 Hobbs Lodge Suite 529;USA;usd;19,26;0;0;0;0;0;0;19,26;credito;banco
Entrante;Orden Servicios;20371166;172;04/04/2014;04/04/2014;7;servicios profesionales;888-545474;Camera operator;40824145;email@example.com;South Theresa;usa;0;Erin Jones;Shawn Mckinney;katherine19@example.org;71561 Perez Roads Apt. 768;USA;usd;24,28;0;0;0;0;0;0;24,28;credito;banco
Entrante;Orden Servicios;74328147;165;27/01/2020;27/01/2020;2;servicios profesionales;888-545474;Environmental manager;40824145;email@example.com;Port Timothymouth;usa;0;Heather Frazier;Brian Curtis;ibrown@example.org;9524 Ferrell Way;USA;usd;28,33;0;0;0;0;0;0;28,33;credito;banco
Entrante;Orden Servicios;59063254;146;30/07/1988;30/07/1988;4;servicios profesionales;888-545474;Corporate treasurer;40824145;email@example.com;Fosterside;usa;0;Scott Wilkerson;Joseph Sims;tina64@example.org;897 Montgomery Well Suite 597;USA;usd;41,56;0;0;0;0;0;0;41,56;credito;banco
Entrante;Orden Servicios;63410563;111;03/09/1975;03/09/1975;6;servicios profesionales;888-545474;Health service manager;40824145;email@example.com;West Sean;usa;0;Belinda Burke;John Phillips;jennifer68@example.org;020 Payne Prairie;USA;usd;73,35;0;0;0;0;0;0;73,35;credito;banco
Entrante;Orden Servicios;17916936;124;25/12/1992;25/12/1992;6;servicios profesionales;888-545474;Camera operator;40824145;email@example.com;Brandonfort;usa;0;Jeanne Gonzalez;Kathryn Davis;erikwalker@example.com;5575 Ellis Loop;USA;usd;33,65;0;0;0;0;0;0;33,65;credito;banco
Entrante;Orden Servicios;20561802;151;02/07/1988;02/07/1988;6;servicios profesionales;888-545474;Jewellery designer;40824145;email@example.com;Schmidtfort;usa;0;Taylor Rollins;Christine Sanchez;kingandrea@example.com;982 Haley Alley;USA;usd;93,14;0;0;0;0;0;0;93,14;credito;banco
Entrante;Orden Servicios;20679859;153;27/11/2007;27/11/2007;1;servicios profesionales;888-545474;Local government officer;40824145;email@example.com;Mackville;usa;0;Dwayne Johnson;James Odom;keithstone@example.net;3084 Rose Shore;USA;usd;49,52;0;0;0;0;0;0;49,52;credito;banco
Entrante;Orden Servicios;33667553;185;27/11/1999;27/11/1999;2;servicios profesionales;888-545474;Therapist, art;40824145;email@example.com;South Linda;usa;0;Zachary Rhodes;Christian Ruiz;abigaildavis@example.com;5168 Shari Crossroad;USA;usd;10,74;0;0;0;0;0;0;10,74;credito;banco
Entrante;Orden Servicios;56012552;137;26/11/2015;26/11/2015;7;servicios profesionales;888-545474;Water quality scientist;40824145;email@example.com;Port Jill;usa;0;Melissa Johnson;Karen Wilson;ryanperez@example.com;57091 Barbara Vista Apt. 653;USA;usd;30,66;0;0;0;0;0;0;30,66;credito;banco
Entrante;Orden Servicios;54730090;188;23/06/2018;23/06/2018;3;servicios profesionales;888-545474;Teaching laboratory technician;40824145;email@example.com;South Ryan;usa;0;Christopher Mendez;Brian Moon;butlerchristopher@example.net;3429 Justin View;USA;usd;89,05;0;0;0;0;0;0;89,05;credito;banco
Entrante;Orden Servicios;30498181;108;22/10/2002;22/10/2002;8;servicios profesionales;888-545474;Speech and language therapist;40824145;email@example.com;Patelfort;usa;0;Aaron Keith;Andrew Erickson;turnercharles@example.com;5048 Dale Meadows;USA;usd;96,39;0;0;0;0;0;0;96,39;credito;banco
Entrante;Orden Servicios;43756728;124;07/03/2001;07/03/2001;7;servicios profesionales;888-545474;Theatre stage manager;40824145;email@example.com;Barnesshire;usa;0;Jason Tran;Debra Nelson;rachelwilson@example.org;58218 Chelsea Terrace Apt. 294;USA;usd;5,27;0;0;0;0;0;0;5,27;credito;banco
Entrante;Orden Servicios;72755853;147;31/08/2019;31/08/2019;1;servicios profesionales;888-545474;Horticulturist, commercial;40824145;email@example.com;Port Jason;usa;0;Lonnie Wilson;Amanda Mccann;ramosmichael@example.net;711 Villarreal Lights;USA;usd;43,48;0;0;0;0;0;0;43,48;credito;banco
Entrante;Orden Servicios;88828633;179;19/09/1983;19/09/1983;7;servicios profesionales;888-545474;Maintenance engineer;40824145;email@example.com;South Melissa;usa;0;Luis Jones;Tyler Arellano;chungdavid@example.com;12008 Kathryn Isle Suite 629;USA;usd;95,3;0;0;0;0;0;0;95,3;credito;banco
Entrante;Orden Servicios;99175504;191;30/06/1972;30/06/1972;1;servicios profesionales;888-545474;Multimedia specialist;40824145;email@example.com;Lake Richardstad;usa;0;Ronald Phillips;Christina Brown;mgarrett@example.com;851 James Station Apt. 837;USA;usd;76,63;0;0;0;0;0;0;76,63;credito;banco
Entrante;Orden Servicios;75050108;144;14/11/1981;14/11/1981;9;servicios profesionales;888-545474;Fine artist;40824145;email@example.com;West Christopher;usa;0;Carlos Jenkins;Rebecca Contreras;andrew47@example.org;6339 Richard Curve;USA;usd;23,7;0;0;0;0;0;0;23,7;credito;banco
Entrante;Orden Servicios;54822825;118;29/06/2003;29/06/2003;6;servicios profesionales;888-545474;Marine scientist;40824145;email@example.com;Port Jessica;usa;0;Meghan Cunningham;Stacey Jackson;brittanywarner@example.com;9098 Timothy Passage Suite 328;USA;usd;6,74;0;0;0;0;0;0;6,74;credito;banco
